image_id,X,Y,Width,Height,English Text,Hindi Text,P_TYPE
1311,185,54,82.0,228,A large painting on a wall,एक दीवार पर एक बड़ी पेंटिंग,train
1320,4,0,369.0,495,Photo taken during the day,दिन के दौरान लिया गया फोटो,train
1321,124,385,246.0,44,People walking on the bridge,पुल पर चलते लोग,train
1323,229,70,72.0,195,tower with pointed top,नुकीले शीर्ष वाला टॉवर,train
1324,59,44,522.0,342,these are old structures,ये पुराने ढाँचे हैं,train
1327,362,22,122.0,98,grey steps on stairs,सीढ़ियों पर ग्रे कदम,train
1329,78,163,43.0,62,person walking on spiral stairs,सर्पिल सीढ़ियों पर चलने वाला व्यक्ति,train
1334,353,13,28.0,53,window on a residential building,एक आवासीय भवन पर खिड़की,train
1336,65,198,145.0,105,the silver butter knives,चांदी मक्खन चाकू,train
1339,74,101,44.0,193,utensil to the left of plate,थाली के बाईं ओर बर्तन,train
1343,221,227,13.0,14,black letters on paper,कागज पर काले अक्षर,train
1349,38,8,165.0,120,Coffee cup full of frothy coffee,फ्राई कॉफी से भरा कॉफी कप,train
1350,112,159,30.0,25,cut banana in bowl,केले को कटोरे में काट लें,train
1353,285,11,190.0,191,Juice in glass bottle,शीशे की बोतल में रस,train
1362,0,98,41.0,66,A vase full of red flowers,लाल फूलों से भरा फूलदान,train
1363,46,47,296.0,113,the rainbow looks like a half moon,इंद्रधनुष आधा चाँद की तरह दिखता है,train
1367,295,205,61.0,11,wooden slat on chair,कुर्सी पर लकड़ी की बस्ती,train
1370,197,13,41.0,122,a brown wooden cabinet door,एक भूरे रंग की लकड़ी की कैबिनेट दरवाजा,train
1376,195,258,30.0,37,the gun is shiny,बंदूक चमकदार है,train
1379,1,2,495.0,143,clear blue sky above a mountaintop.,एक पहाड़ के ऊपर स्पष्ट नीला आकाश।,train
1384,174,8,54.0,54,a window in an apartment building,एक अपार्टमेंट इमारत में एक खिड़की,train
1385,506,167,45.0,86,a black street light,एक काली स्ट्रीट लाइट,train
1392,127,348,128.0,173,a black chair,एक काली कुर्सी,train
1395,0,114,637.0,354,Two men sitting at a desk,एक डेस्क पर दो आदमी बैठे थे,train
1397,63,217,94.0,54,phone with twisted cord,मुड़ कॉर्ड के साथ फोन,train
1408,444,353,123.0,83,a white car parked on the street,एक सफेद कार सड़क पर खड़ी थी,train
1412,722,338,34.0,35,white car parked near the fence,सफेद कार बाड़ के पास खड़ी है,train
1413,15,50,34.0,32,window side of building,भवन की खिड़की का किनारा,train
1418,492,291,189.0,306,this is a woman,यह एक महिला है,train
1419,230,368,281.0,144,the field is green,क्षेत्र हरा है,train
1421,24,470,738.0,129,yellow lines on the street,सड़क पर पीली लाइनें,train
1422,378,345,315.0,106,black car parked on the street,सड़क पर काली कार पार्क,train
1426,235,393,154.0,125,the street,सड़क,train
1428,289,367,123.0,66,this is a car,यह एक कार है,train
1435,2,298,678.0,251,The water is green in color.,पानी का रंग हरा है।,train
1438,146,483,58.0,41,License plate on the car,कार पर लगी लाइसेंस प्लेट,train
1443,439,346,349.0,169,Black car on a road.,एक सड़क पर काली कार।,train
1446,409,328,29.0,49,window on the building,भवन पर खिड़की,train
1454,454,177,19.0,29,pane on the window,खिड़की पर फलक,train
1456,12,275,25.0,157,tall outdoor lamp post,लंबा आउटडोर लैंप पोस्ट,train
1458,414,165,64.0,54,tire of the car,गाड़ी का टायर,train
1461,31,269,171.0,104,The brown delivery truck,भूरे रंग का डिलीवरी ट्रक,train
1471,522,265,130.0,122,car tire made of black rubber and silver metal,कार का टायर काला रबर और चांदी की धातु से बना है,train
1472,19,266,632.0,293,The parked white car.,खड़ी सफेद कार।,train
1473,241,169,28.0,28,a brightly lit rear brake light,एक उज्ज्वल जला हुआ रियर ब्रेक लाइट,train
1476,504,226,27.0,67,window in a large office building,एक बड़े कार्यालय भवन में खिड़की,train
1477,95,197,16.0,21,window in front of building,भवन के सामने की खिड़की,train
1491,72,89,221.0,147,blue house with light brown roof,हल्के भूरे रंग की छत वाला नीला घर,train
1496,196,249,99.0,276,the older woman walking on the sidewalk,फुटपाथ पर चलने वाली वृद्ध महिला,train
1505,37,296,97.0,134,a large black trashcan,एक बड़े काले ट्रैशकैन,train
1509,251,91,60.0,24,Street signs says Ames,स्ट्रीट संकेत कहते हैं एम्स,train
1511,262,324,51.0,166,woman standing on sidewalk,फुटपाथ पर खड़ी महिला,train
1513,432,44,21.0,44,square window on building,इमारत पर वर्ग खिड़की,train
1514,0,1,321.0,598,book on brown wooden bookshelf,भूरी लकड़ी की बुकशेल्फ़ पर किताब,train
1517,196,281,32.0,49,Paper cup on top of desk.,डेस्क के शीर्ष पर पेपर कप।,train
1518,605,4,32.0,21,clock on the wall,दीवार पर घड़ी,train
1520,448,172,132.0,177,Vase on the table,मेज पर फूलदान,train
1522,416,269,36.0,43,a glossy blue coffee mug,एक चमकदार नीली कॉफी मग,train
